INM Operator User IDs,INM Brief Description
WABDSHUK,SIUX / WinAudit (SERVERSTATUS)
WABDSHUK,SIUX / WinAudit (SERVERSTATUS)
NABUSAMA,C.DPS.MY.CCO.SH.LUX.EVT / T-SYSTEMS INTERNATIONAL GMBH8108 (0000008108) / omldepmuc01 / bripld-n-b00606 - CPU utilization (99.97%) exceeds configured threshold (98.00%).
WABDSHUK,SIUX / WinAudit (SERVERSTATUS)
HTAZEP,C.EMEA.MY.KONE.WIN.EVT / KONE / KONE Corporation Finland / dcpoml20913481 / hatmskrmgw2 - Hardware Status: MINOR Computersystem - Degraded
WABDSHUK,SIUX / WinAudit (SERVERSTATUS)
NABUSAMA,C.DPS.MY.CCO.SH.LUX.EVT / T-SYSTEMS INTERNATIONAL GMBH8108 (0000008108) / omlnlpams01 / amsdc1-u-s00031 - CPU utilization (99.72%) exceeds configured threshold (98.00%).
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml20913481 / muntse-s-09750 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): dcpwin20125055a
WABDSHUK,C.SH.MY.WIN.EVT / SHELL / omldepmuc01 / tab-s-6001 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): tab-s-6001
MSHAIFUL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml20913481 / muntse-s-08532 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): dcpwin22463143a
WABDSHUK,C.EMEA.MY.KONE.WIN.EVT / KONE / KONE Corporation Finland / dcpoml20913481 / mko0190a - Hardware Status: MINOR reboot - The previous system shutdown was unexpected
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / omlusphou01 / cal-s-6223 - Healthcheck Failure: The message flow is broken for the last 10 min from the following node(s): cal-s-6223.americas.shell.com
MAKARUPP,MASTER TICKET / C.DPS.SK.CCO.LINDE / LINDE / Linde AG / dcpoml20913481 / dcplnx22297145a - Disk space utilization for Logical Disk /oracle/stage of type nfs - Warning threshold exceeded. (Total size= 51200 MB)
FASAMSUD,C.EMEA.MY.KONE.LUX.EVT / KONE / KONE Corporation Finland / omldepmuc01 / eudpdma201 - VCS CRITICAL V-16-1-50086 CPU usage on eudpdma201 is 93%
WABDSHUK,C.DPS.MY.CCO.SH.WIN.SEC / SHELL / Shell Deutschland Oil GmbH / dcpoml20913481 / muntsd-s-70645 - AMERICAS\Abhisek.Mohanty2-B added to group:BUILTIN\Administrators by user:SHELL\Pubalan.Madhavan-A 2/20/2018 9:10:53 AM GMT
WABDSHUK,C.DPS.MY.CCO.SH.WIN.SEC / SHELL / Shell Deutschland Oil GmbH / dcpoml20913481 / muntsd-s-70687 - AMERICAS\Abhisek.Mohanty2-B added to group:BUILTIN\Administrators by user:SHELL\Pubalan.Madhavan-A 2/20/2018 9:11:19 AM GMT
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / T-SYSTEMS INTERNATIONAL GMBH8108 (0000008108) / omlusphou01 / cbj-s-8450 - Healthcheck Failure: The message flow is broken for the last 10 min from the following node(s): pejjbt-s-8450
WABDSHUK,C.DPS.MY.CCO.SH.WIN.SEC / SHELL / Shell Deutschland Oil GmbH / dcpoml20913481 / muntsd-s-70646 - AMERICAS\Abhisek.Mohanty2-B added to group:BUILTIN\Administrators by user:SHELL\Pubalan.Madhavan-A 2/20/2018 9:11:00 AM GMT
WABDSHUK,C.SH.MY.WIN.EVT / T-SYSTEMS INTERNATIONAL GMBH 8108 (0090001180) / omlusphou01 / montsw-s-6552 - Hardware Status: MINOR reboot - The previous system shutdown was unexpected
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / omlusphou01 / montsw-s-8296 - Healthcheck Failure: The message flow is broken for the last 10 min from the following node(s): ah4hl110a
NABUSAMA,"C.EMEA.SK.SOS.KONE / KONE / KONE Corporation Finland / omldepmuc01 / eudpdma201 - ONSEC Error: 8 failed login attempts for user moabdulg detected, from tty/host/IP-address: 10.41.127.198"
MSHAIFUL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml20913481 / muntse-s-10234 - < 200 MBytes;EventID;10006;ScriptVersion;5.4
WABDSHUK,P2 MED / SIN / ZP / XS2HA013WIN / zp_win_mo2_memory_usage
HTAZEP,C.EMEA.SK.CUST.MON / KONE / KONE Corporation Finland / dcpoml20913481 / chnmssos024 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): chnmssos024
HTAZEP,C.EMEA.MY.KONE.WIN.EVT / KONE / KONE Corporation Finland / dcpoml20913481 / kdkmssos008 - Hardware Status: CRITICAL Computersystem - Error
WABDSHUK,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml21024238 / houcy1-s-06181 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 3.625
WABDSHUK,C.EMEA.MY.KONE.WIN.EVT / KONE / KONE Corporation Finland / dcpoml20913481 / chnmssql021 - Network Collisions on the following adapters found: HP Ethernet 1Gb 4-port 331i Adapter #3
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / SHELL / Shell Deutschland Oil GmbH / omlnlpams01 / anaans-n-b00102 - CPU utilization (99.97%) exceeds configured threshold (98.00%).
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / omlnlpams01 / amsdc1-s-45265_old1 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): aa1hk121a
FASAMSUD,C.DPS.MY.CCO.SH.WIN.EVT / SHELL / omlusphou01 / buecs021 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 1.731
SIJAMAL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / omlusphou01 / houcy1-s-06357_old1 - MULTIPLE EVENTS No IP connection to system ah3hk217a@@ah3hk217a
FASAMSUD,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml21597588 / amsdc1-s-9604 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 3.912
FASAMSUD,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml21024238 / houcy1-s-06181 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 3.625
SJAMIL,C.DPS.MY.CCO.SH.WIN.EVT / T-SYSTEMS INTERNATIONAL GMBH 8108 (0090001180) / omlusphou01 / cafmzr-s-6018 - Disk E: exceeds threshold of 90%. E: usage is 92.80 %
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / SHELL / Shell Deutschland Oil GmbH / omldepmuc01 / npl-n-b00115 - System was rebooted recently. (Uptime is <20 Minutes)
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / SHELL / Shell Deutschland Oil GmbH / omldepmuc01 / npl-n-b00113 - System was rebooted recently. (Uptime is <20 Minutes)
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / SHELL / Shell Deutschland Oil GmbH / omldepmuc01 / npl-n-b00114 - System was rebooted recently. (Uptime is <20 Minutes)
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / SHELL / Shell Deutschland Oil GmbH / omldepmuc01 / npl-n-b00112 - System was rebooted recently. (Uptime is <20 Minutes)
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / SHELL / Shell Deutschland Oil GmbH / omldepmuc01 / npl-n-b00110 - System was rebooted recently. (Uptime is <20 Minutes)
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / SHELL / Shell Deutschland Oil GmbH / omldepmuc01 / npl-n-b00103-taw - System was rebooted recently. (Uptime is <20 Minutes)
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / SHELL / Shell Deutschland Oil GmbH / omldepmuc01 / npl-n-b00108 - System was rebooted recently. (Uptime is <20 Minutes)
FASAMSUD,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil GmbH / omldepmuc01 / slmcpf-s-6026 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 3.974
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / SHELL / Shell Deutschland Oil GmbH / omldepmuc01 / npl-n-b00105 - System was rebooted recently. (Uptime is <20 Minutes)
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / SHELL / Shell Deutschland Oil GmbH / omldepmuc01 / npl-n-b00107 - System was rebooted recently. (Uptime is <20 Minutes)
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / SHELL / Shell Deutschland Oil GmbH / omldepmuc01 / npl-n-s00011 - System was rebooted recently. (Uptime is <20 Minutes)
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / SHELL / Shell Deutschland Oil GmbH / omldepmuc01 / npl-n-b00109 - System was rebooted recently. (Uptime is <20 Minutes)
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / SHELL / Shell Deutschland Oil GmbH / omldepmuc01 / npl-n-b00106 - System was rebooted recently. (Uptime is <20 Minutes)
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / SHELL / Shell Deutschland Oil GmbH / omldepmuc01 / npl-n-b00111 - System was rebooted recently. (Uptime is <20 Minutes)
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / SHELL / Shell Deutschland Oil GmbH / omldepmuc01 / npl-n-b00101 - System was rebooted recently. (Uptime is <20 Minutes)
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / SHELL / Shell Deutschland Oil GmbH / omldepmuc01 / npl-n-b00104 - System was rebooted recently. (Uptime is <20 Minutes)
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / SHELL / Shell Deutschland Oil GmbH / omldepmuc01 / npl-n-b00102-taw - System was rebooted recently. (Uptime is <20 Minutes)
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / SHELL / Shell Deutschland Oil GmbH / omldepmuc01 / npl-n-b00116 - System was rebooted recently. (Uptime is <20 Minutes)
SIJAMAL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml20913481 / muntse-s-70070 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): dcpwin22539388a
SIJAMAL,"C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml20913481 / muntsd-s-08602 - Services: ""FireEye Endpoint Agent"" is not running"
FASAMSUD,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / omldepmuc01 / am2hm181 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): am2hm181a
MUALIAS,C.APAC.MY.WIN.EVT / BRENNTAG PTE LTD (0018000988) / omlsgpsin01 / bsghfm07 - DNS: less than two DNS servers respond to a DNS query
MUALIAS,C.EMEA.SK.CUST.MON / KONE / KONE Corporation Finland / dcpoml20913481 / chnmssos023 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): chnmssos023
SJAMIL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml20913481 / muntsd-s-09070 - < 200 MBytes;EventID;10006;ScriptVersion;5.4
WABDSHUK,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml21024238 / houcy1-s-06945 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 3.753
FASAMSUD,"C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml21024238 / houcy1-s-06542 - Services: ""FireEye Endpoint Agent"" is not running"
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / T-SYSTEMS INTERNATIONAL GMBH8108 (0000008108) / omlusphou01 / pfncli-n-b00110 - CPU utilization (99.99%) exceeds configured threshold (98.00%).
FASAMSUD,"C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml21024238 / houcy1-s-06507 - Services: ""FireEye Endpoint Agent"" is not running"
FASAMSUD,"C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml21024238 / houcy1-s-06060 - Services: ""FireEye Endpoint Agent"" is not running"
FASAMSUD,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml21597588 / amsdc1-s-41568 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 4.092
MUALIAS,C.EMEA.MY.KONE.WIN.EVT / KONE / KONE Corporation Finland / dcpoml20913481 / kobmssos001 - Hardware Status: MINOR reboot - The previous system shutdown was unexpected
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / T-SYSTEMS INTERNATIONAL GMBH8108 (0000008108) / omldepmuc01 / bripld-n-b00711 - CPU utilization (99.94%) exceeds configured threshold (98.00%).
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / T-SYSTEMS INTERNATIONAL GMBH8108 (0000008108) / omldepmuc01 / bripld-n-b00710 - CPU utilization (99.86%) exceeds configured threshold (98.00%).
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / T-SYSTEMS INTERNATIONAL GMBH8108 (0000008108) / omlusphou01 / pfncli-n-b00110 - CPU utilization (99.99%) exceeds configured threshold (98.00%).
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / T-SYSTEMS INTERNATIONAL GMBH8108 (0000008108) / omldepmuc01 / bripld-n-b00712 - CPU utilization (99.96%) exceeds configured threshold (98.00%).
MUALIAS,"C.SH.MY.WIN.EVT / T-SYSTEMS INTERNATIONAL GMBH 8108 (0090001180) / omlusphou01 / montsw-s-6582 - Avert Services: ""OfficeScan NT Listener"" is not running"
MUALIAS,C.EMEA.SK.SOS.KONE / KONE / KONE Corporation Finland / dcpoml20913481 / eggmscad001 - Hardware Status: CRITICAL Computersystem - Error
FASAMSUD,C.DPS.MY.CCO.SH.WIN.SEC / SHELL / Shell Deutschland Oil GmbH / omlnlpams01 / amsdc1-s-47367 - ASIA-PAC\D.Balasubramaniam-B added to group:BUILTIN\Administrators by user:SHELL\Rosmaisarah.Ismail-A 2/20/2018 12:58:07 PM GMT
FASAMSUD,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml21024238 / houic-s-9140 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 3.611
MUALIAS,C.EMEA.MY.KONE.WIN.EVT / KONE / KONE Corporation Finland / omldepmuc01 / eudmssqlapp302 - Network Collisions on the following adapters found: Intel(R) Gigabit 4P I350-t rNDC
SIJAMAL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml21024238 / houcy1-s-06235 - Hardware Status: MINOR reboot - The previous system shutdown was unexpected
FASAMSUD,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml21597588 / amsdc1-s-42328 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 4.064
MOABDULG,ZUELLIG PHARMA ASIA PACIFIC / EVM4SAP / ZUELLIGPHARMA_HBP_PRODUCTION_BW_FMO / THDB_Alert.HBP@zpahdhbp4001.Alerts / ALARM 2 <= 2 <= 2 / One or more critical HANA alert messages found
SIJAMAL,C.DPS.MY.CCO.SH.LUX.EVT / T-SYSTEMS INTERNATIONAL GMBH8108 (0000008108) / omlusphou01 / pfncli-n-b00111 - CPU utilization (99.98%) exceeds configured threshold (98.00%).
FASAMSUD,"C.DPS.MY.DCO.DSO.VSO-WIN-EVT / T-SYSTEMS INTERNATIONAL GMBH 8108 (0090001180) / omlusphou01 / cafmzr-s-8008 - Services: ""FireEye Endpoint Agent"" is not running"
SIJAMAL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml20913481 / muntse-s-09750 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): dcpwin20125055a
SIJAMAL,C.DPS.MY.CCO.SH.LUX.EVT / T-SYSTEMS INTERNATIONAL GMBH8108 (0000008108) / omlnlpams01 / amsd2a-u-s00012 - CPU utilization (99.99%) exceeds configured threshold (98.00%).
SIJAMAL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml20913481 / muntse-s-08532 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): dcpwin22463143a
MUALIAS,"C.EMEA.MY.KONE.WIN.EVT / KONE / KONE Corporation Finland / dcpoml20913481 / kspsos003 - MS eventlog alert:  Log name System - Source : NIC_Agents - event ID  1291 - description: NIC Agent: Connectivity has been lost for the NIC in slot 0, port 2. [SNMP TRAP: 18012 in CPQNIC.MIB]"
SJAMIL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / omlnlpams01 / amsd2a-s-10817 - < 500 MBytes;EventID;10006;ScriptVersion;5.4
SIJAMAL,C.DPS.MY.CCO.SH.LUX.EVT / T-SYSTEMS INTERNATIONAL GMBH8108 (0000008108) / omlnlpams01 / amsdc1-u-s00033 - CPU utilization (99.99%) exceeds configured threshold (98.00%).
FASAMSUD,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil GmbH / omldepmuc01 / splbui-s-6148 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 3.574
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / omlusphou01 / cal-s-6223 - Healthcheck Failure: The message flow is broken for the last 10 min from the following node(s): cal-s-6223.americas.shell.com
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / T-SYSTEMS INTERNATIONAL GMBH8108 (0000008108) / omlusphou01 / pfncli-n-b00110 - CPU utilization (99.98%) exceeds configured threshold (98.00%).
MUALIAS,C.EMEA.SK.SOS.KONE / KONE / KONE Corporation Finland / dcpoml20913481 / chnmssql021 - Network Collisions on the following adapters found: HP Ethernet 1Gb 4-port 331i Adapter #3
FASAMSUD,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml21024238 / houic-s-9141 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 3.686
MUALIAS,C.APAC.MY.WIN.EVT / ZUELLIG PHARMA ASIA PACIFIC (0018000925) / omlsgpsin01 / sgisgarxdb04 - Disk space utilization for Logical Disk E: - Minor threshold exceeded.
NUZULKIF,C.DPS.MY.CCO.SH.WIN.SEC / SHELL / Shell Deutschland Oil GmbH / dcpoml20913481 / dcpwin22858592 - AMERICAS\Abhisek.Mohanty2-B added to group:BUILTIN\Administrators by user:SHELL\Mohd-Hanafi.Bakri-A 2/20/2018 3:17:09 PM GMT
MUALIAS,C.EMEA.MY.KONE.WIN.EVT / KONE / KONE Corporation Finland / dcpoml20913481 / kaimsesigw2 - Hardware Status: MINOR Prerequisites not matched - please install HW-Agent and HP WBemProvider
SIJAMAL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / T-SYSTEMS INTERNATIONAL GMBH8108 (0000008108) / omlusphou01 / cbj-s-8450 - Healthcheck Failure: The message flow is broken for the last 10 min from the following node(s): pejjbt-s-8450
FASAMSUD,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml21024238 / houic-s-9771 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 3.649
MUALIAS,P3 MED / SIN / ZP / SGISGARIS01 / zp_win_mo3_memory_usage
WABDSHUK,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml21024238 / houic-s-10212 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 1.635
MUALIAS,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml20913481 / muntse-s-09846 - Error:;luxrba site SSL certificate valid until 2018/02/22;EventID;10017;ScriptVersion;1.5 [Shell IISCertExp]
SJAMIL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml20913481 / muntse-s-09842 - Error:;luxrba site SSL certificate valid until 2017/01/26;EventID;10017;ScriptVersion;1.5 [Shell IISCertExp]
MUALIAS,C.EMEA.MY.KONE.WIN.EVT / KONE / KONE Corporation Finland / omldepmuc01 / eudmssqlkrd447 - Network Collisions on the following adapters found: Intel(R) Gigabit 4P I350-t rNDC
MUALIAS,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml20913481 / muntse-s-09848 - Error:;frrba site SSL certificate valid until 2018/02/16;EventID;10017;ScriptVersion;1.5 [Shell IISCertExp]
WABDSHUK,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil GmbH / omlusphou01 / houwtc-s-6230 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 3.223
MUALIAS,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml20913481 / muntse-s-09851 - Error:;frrba site SSL certificate valid until 2018/02/16;EventID;10017;ScriptVersion;1.5 [Shell IISCertExp]
MUALIAS,C.EMEA.SK.CUST.MON / KONE / KONE Corporation Finland / dcpoml20913481 / chnmssos024 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): chnmssos024
MUALIAS,C.EMEA.MY.KONE.WIN.EVT / KONE / KONE Corporation Finla / dcpoml20913481 / kcofims155 - Hardware Status: MINOR Prerequisites not matched - please install HW-Agent and HP WBemProvider
WABDSHUK,C.EMEA.MY.KONE.WIN.EVT / KONE / KONE Corporation Finland / omldepmuc01 / eudmssqlkrd045 - Memory utilization (95.57%) exceeds configured threshold (95.00%).
SIJAMAL,"C.APAC.MY.LUX.EVT / ZUELLIG PHARMA ASIA PACIFIC (0018000925) / omlsgpsin01 / sgisgzolftp02 - ONSEC Error: 5 failed login attempts for user mzafian detected, from tty/host/IP-address: 10.250.146.4 10.250.146.7"
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / T-SYSTEMS INTERNATIONAL GMBH8108 (0000008108) / omlusphou01 / pfncli-n-b00110 - CPU utilization (99.98%) exceeds configured threshold (98.00%).
SIJAMAL,C.APAC.MY.LUX.EVT / ZUELLIG PHARMA ASIA PACIFIC (0018000925) / omlsgpsin01 / SGISGZOLMAL07 - Alarm 'Virtual machine CPU usage' on SGISGZOLMAL07 changed from Yellow to Red
SIJAMAL,C.APAC.MY.LUX.EVT / ZUELLIG PHARMA ASIA PACIFIC (0018000925) / omlsgpsin01 / SGISGZOLMAL07 - Alarm 'Virtual machine CPU usage' on SGISGZOLMAL07 changed from Green to Yellow
SIJAMAL,C.APAC.MY.LUX.EVT / ZUELLIG PHARMA ASIA PACIFIC (0018000925) / omlsgpsin01 / SGISGZOLMAL07 - Alarm 'Virtual machine CPU usage' on SGISGZOLMAL07 changed from Red to Yellow
MUALIAS, P2 MED / SIN / ZP / SGISGE2E08 / zp_win_mo2_cpu_usage
FASAMSUD,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / omlnlpams01 / amsdc1-s-45265_old1 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): aa1hk121a
FASAMSUD,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml20913481 / muntse-s-70070 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): dcpwin22539388a
WABDSHUK,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil GmbH / omlnlpams01 / amsdc1-s-47367 - Disk E: exceeds threshold of 90%. E: usage is 91.96 %
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / T-SYSTEMS INTERNATIONAL GMBH8108 (0000008108) / omlusphou01 / pfncli-n-b00110 - CPU utilization (99.98%) exceeds configured threshold (98.00%).
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / omldepmuc01 / amsdc1-s-10004 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): amsdc1-s-10004
SJAMIL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml20913481 / muntsd-s-08589 - Error:;frrba site SSL certificate valid until 2018/04/09;EventID;10017;ScriptVersion;1.5 [Shell IISCertExp]
SJAMIL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml20913481 / muntsd-s-08588 - Error:;luxrba site SSL certificate valid until 2018/04/09;EventID;10017;ScriptVersion;1.5 [Shell IISCertExp]
MUALIAS,C.EMEA.SK.CUST.MON / KONE / KONE Corporation Finland / dcpoml20913481 / karemssos001 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): karemssos001.konenet.com
FASAMSUD,C.DPS.MY.CCO.SH.LUX.EVT / T-SYSTEMS INTERNATIONAL GMBH8108 (0000008108) / omlusphou01 / pfncli-n-b00110 - CPU utilization (99.99%) exceeds configured threshold (98.00%).
WABDSHUK,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml21597588 / amsdc1-s-41992 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 3.395
